factor,coef,t_stat,p_value
const,0.00914023540917909,4.263793540820246,2.9733431151877836e-05
cmdty_ret,0.23986205029402793,5.618214569226823,5.746501074333253e-08
tsmom,0.5742873782678575,7.236981628332542,7.398657418043485e-12
usd_ret,-0.22766818267203917,-1.4707119515444191,0.14278497576316077
hy_oas_chg,-0.898397897343137,-2.590691790372086,0.01021284606218405
tsmom_fx,-0.10402134659436332,-1.7765823598323593,0.07700644543207898
