factor,coef,t_stat,p_value
const,0.009681517080884338,3.9997605862219614,8.637487824629014e-05
mkt_rf,0.05736523289645546,0.7183377781022526,0.47330435780007857
tsmom,0.49520632800763414,7.658464780924756,5.749960941530803e-13
val_everywhere,0.14714987121659723,0.8863080934632697,0.37641061098308615
hy_oas_chg,-1.4318390374520116,-3.280876919424101,0.0012016681298011927
usd_ret,-0.5082061573877927,-3.0264187042611277,0.002766833638945136
